File,Jaccard Index,GT True,GT False,Pred True,Pred False,Accuracy,Precision,Recall,F1 Score
453_barnesandnoble.com.json,0.9090909090909091,10,1,11,0,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523
456_boardgamegeek.com.json,0.5,4,6,5,5,0.7,0.6,0.75,0.6666666666666665
481_fredericknewspost.com.json,0.7,7,4,10,1,0.7272727272727273,0.7,1.0,0.8235294117647058
503_buffalowildwings.com.json,0.8888888888888888,9,1,8,2,0.9,1.0,0.8888888888888888,0.9411764705882353
517_kaleidahealth.org.json,0.8888888888888888,8,3,9,2,0.9090909090909091,0.8888888888888888,1.0,0.9411764705882353
523_usa.gov.json,0.5555555555555556,6,4,8,2,0.6,0.625,0.8333333333333334,0.7142857142857143
531_archives.gov.json,0.7272727272727273,8,3,11,0,0.7272727272727273,0.7272727272727273,1.0,0.8421052631578948
541_ifsa-butler.org.json,0.9,9,2,10,1,0.9090909090909091,0.9,1.0,0.9473684210526316
559_www.loc.gov.json,0.8888888888888888,8,3,9,2,0.9090909090909091,0.8888888888888888,1.0,0.9411764705882353
571_abita.com.json,0.5555555555555556,7,3,7,3,0.6,0.7142857142857143,0.7142857142857143,0.7142857142857143
581_coffeereview.com.json,0.625,5,5,8,2,0.7,0.625,1.0,0.7692307692307693
584_communitycoffee.com.json,0.7142857142857143,6,4,6,4,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334
586_cariboucoffee.com.json,1.0,9,1,9,1,1.0,1.0,1.0,1.0
591_google.com.json,0.9,9,2,10,1,0.9090909090909091,0.9,1.0,0.9473684210526316
59_liquor.com.json,0.8888888888888888,8,2,9,1,0.9,0.8888888888888888,1.0,0.9411764705882353
627_dairyqueen.com.json,0.8,8,2,10,0,0.8,0.8,1.0,0.888888888888889
635_playstation.com.json,1.0,9,1,9,1,1.0,1.0,1.0,1.0
640_gamestop.com.json,0.9090909090909091,10,1,11,0,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523
641_cbsinteractive.com.json,0.8,8,3,10,1,0.8181818181818182,0.8,1.0,0.888888888888889
642_thefreedictionary.com.json,0.5555555555555556,7,3,7,3,0.6,0.7142857142857143,0.7142857142857143,0.7142857142857143
652_randomhouse.com.json,0.9090909090909091,10,1,11,0,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523
676_restaurantnews.com.json,0.7142857142857143,5,5,7,3,0.8,0.7142857142857143,1.0,0.8333333333333333
686_military.com.json,1.0,9,1,9,1,1.0,1.0,1.0,1.0
701_tangeroutlet.com.json,0.42857142857142855,5,5,5,5,0.6,0.6,0.6,0.6
70_meredith.com.json,0.0,9,2,1,10,0.09090909090909091,0.0,0.0,0.0
723_dogbreedinfo.com.json,0.25,3,7,7,3,0.4,0.2857142857142857,0.6666666666666666,0.4
745_eatchicken.com.json,0.125,2,8,7,3,0.3,0.14285714285714285,0.5,0.22222222222222224
746_kraftrecipes.com.json,1.0,10,0,10,0,1.0,1.0,1.0,1.0
760_si.edu.json,0.75,7,3,7,3,0.8,0.8571428571428571,0.8571428571428571,0.8571428571428571
777_education.jlab.org.json,0.2857142857142857,4,6,5,5,0.5,0.4,0.5,0.4444444444444445
807_lodgemfg.com.json,0.5454545454545454,9,2,8,3,0.5454545454545454,0.75,0.6666666666666666,0.7058823529411765
817_ironhorsevineyards.com.json,0.625,5,5,8,2,0.7,0.625,1.0,0.7692307692307693
82_sheknows.com.json,0.7272727272727273,8,3,11,0,0.7272727272727273,0.7272727272727273,1.0,0.8421052631578948
856_sciencemag.org.json,0.0,9,2,0,11,0.18181818181818182,0.0,0.0,0.0
862_disinfo.com.json,0.7,7,4,10,1,0.7272727272727273,0.7,1.0,0.8235294117647058
883_ted.com.json,0.9,9,2,10,1,0.9090909090909091,0.9,1.0,0.9473684210526316
884_naturalnews.com.json,0.3333333333333333,4,6,8,2,0.4,0.375,0.75,0.5
891_everydayhealth.com.json,0.8181818181818182,10,1,10,1,0.8181818181818182,0.9,0.9,0.9
898_uptodate.com.json,0.5714285714285714,5,5,6,4,0.7,0.6666666666666666,0.8,0.7272727272727272
907_earthkam.org.json,0.75,8,2,6,4,0.8,1.0,0.75,0.8571428571428571
919_uh.edu.json,0.42857142857142855,4,6,6,4,0.6,0.5,0.75,0.6
928_stlouisfed.org.json,0.875,8,3,7,4,0.9090909090909091,1.0,0.875,0.9333333333333333
93_pbs.org.json,0.9,9,2,10,1,0.9090909090909091,0.9,1.0,0.9473684210526316
940_internetbrands.com.json,0.9090909090909091,10,1,11,0,0.9090909090909091,0.9090909090909091,1.0,0.9523809523809523
988_solarviews.com.json,0.14285714285714285,1,9,7,3,0.4,0.14285714285714285,1.0,0.25
98_neworleansonline.com.json,0.8,8,3,10,1,0.8181818181818182,0.8,1.0,0.888888888888889
995_mohegansun.com.json,0.3333333333333333,5,5,7,3,0.4,0.42857142857142855,0.6,0.5
